# METADATA:
# 000AA: Castels
# Source: www.infoclimat.fr
# Licence Ouverte/Open License: http://wiki.data.gouv.fr/images/9/9d/Licence_Ouverte.pdf
station_id;dh_utc;temperature;pression;humidite;point_de_rosee;vent_moyen;vent_rafales;vent_direction;pluie_3h;pluie_1h
station_id;dh_utc;degC;hPa;%;degC;km/h;km/h;deg;mm;mm
000AA;2023-06-21 08:00:00;20.8;1013.5;92;19.4;3.2;;249;0;0
000AA;2023-06-21 08:30:00;21.1;1014.3;91;19.6;1.6;;162;;
000AA;2023-06-21 09:00:00;20.9;1014.4;91;19.4;0;;259;0;0
000AA;2023-06-21 09:30:00;20.7;1015.1;92;19.3;1.6;;182;;
000AA;2023-06-21 10:00:00;20.2;1014.6;94;19.2;0;;130;0;0
000AA;2023-06-21 10:30:00;21.2;1014.4;94;20.2;1.6;;260;;
000AA;2023-06-21 11:00:00;21.7;1013.8;91;20.1;3.2;;198;0;0
000AA;2023-06-21 11:30:00;22.8;1014.2;88;20.7;1.6;;309;;
000AA;2023-06-21 12:00:00;23.4;1014.3;84;20.6;3.2;;299;0;0
000AA;2023-06-21 12:30:00;24.3;1013.9;88;22.2;3.2;;279;;
000AA;2023-06-21 13:00:00;24.3;1013.7;82;21;1.6;;163;0;0
000AA;2023-06-21 13:30:00;23.8;1013.4;85;21.1;3.2;;317;;
000AA;2023-06-21 14:00:00;23.1;1013.9;86;20.6;0;;259;0;0
000AA;2023-06-21 14:30:00;23.2;1012.5;89;21.3;4.8;;262;;
000AA;2023-06-21 15:00:00;23.2;1013.8;89;21.3;0;;288;0.6;0.6
000AA;2023-06-21 15:30:00;23.2;1012.9;89;21.3;1.6;;301;;
000AA;2023-06-21 16:00:00;25;1011.5;86;22.5;4.8;;288;0;0
000AA;2023-06-21 16:30:00;25.3;1012;82;22;3.2;;254;;
000AA;2023-06-21 17:00:00;25.8;1011.8;83;22.7;1.6;;288;0;0
000AA;2023-06-21 17:30:00;26.3;1011.9;78;22.2;0;;287;;
000AA;2023-06-21 18:00:00;25.4;1011.6;82;22.1;0;;204;0;0
000AA;2023-06-21 18:30:00;24.5;1011.8;85;21.8;0;;203;;
000AA;2023-06-21 19:00:00;23.3;1011.9;89;21.4;0;;203;0;0
000AA;2023-06-21 19:30:00;23;1011.8;92;21.6;0;;203;;
000AA;2023-06-21 20:00:00;22.9;1011.6;93;21.7;0;;208;0;0
000AA;2023-06-21 20:30:00;22.7;1011.6;93;21.5;1.6;;294;;
000AA;2023-06-21 21:00:00;22.4;1011.3;93;21.2;1.6;;267;0.2;0.2
000AA;2023-06-21 21:30:00;22;1010.8;93;20.8;0;;278;;
000AA;2023-06-21 22:00:00;21.7;1010.6;94;20.7;0;;304;0;0
000AA;2023-06-21 22:30:00;21.4;1011;95;20.6;0;;303;;
000AA;2023-06-22 05:30:00;18.4;1013.3;98;18.1;1.6;;219;;
000AA;2023-06-22 06:00:00;18.4;1013.7;97;18;3.2;;221;0;0
000AA;2023-06-22 06:30:00;18.5;1014;97;18;3.2;;194;;
000AA;2023-06-22 07:00:00;18.7;1014.3;97;18.2;1.6;;274;0;0
000AA;2023-06-22 07:30:00;18.8;1014.8;96;18.1;1.6;;213;;
000AA;2023-06-22 08:00:00;18.7;1015.1;96;18.1;1.6;;198;0;0
000AA;2023-06-22 08:30:00;18.7;1015.3;97;18.2;1.6;;186;;
000AA;2023-06-22 09:00:00;18.8;1015.6;97;18.3;3.2;;252;5.2;5.2
000AA;2023-06-22 09:30:00;19.1;1015.8;97;18.6;3.2;;222;;
000AA;2023-06-22 10:00:00;19.2;1016.2;96;18.5;3.2;;262;0;0
000AA;2023-06-22 10:30:00;19.1;1016.5;96;18.5;3.2;;202;;
000AA;2023-06-22 11:00:00;19.4;1017;95;18.6;3.2;;218;0;0.8
000AA;2023-06-22 11:30:00;19.6;1017.4;96;18.9;3.2;;223;;
000AA;2023-06-22 12:00:00;19.6;1017.5;95;18.8;1.6;;304;0.8;0
000AA;2023-06-22 12:30:00;19.9;1017.5;95;19.1;3.2;;277;;
000AA;2023-06-22 13:00:00;20.9;1017.7;91;19.4;3.2;;261;0;0
000AA;2023-06-22 13:30:00;22.4;1017.6;87;20.1;3.2;;269;;
000AA;2023-06-22 14:00:00;23.4;1017.8;84;20.5;3.2;;212;0;0
000AA;2023-06-22 14:30:00;24.5;1018.3;76;20;4.8;;333;;
000AA;2023-06-22 15:00:00;25;1018.2;74;20;3.2;;254;0;0
000AA;2023-06-22 15:30:00;25.1;1018.4;73;19.9;6.4;;306;;
000AA;2023-06-22 16:00:00;25.9;1018.3;71;20.2;4.8;;259;0;0
000AA;2023-06-22 16:30:00;26.3;1018.5;67;19.7;4.8;;313;;
000AA;2023-07-01 05:30:00;16.3;1014.3;97;15.8;1.6;;244;;
000AA;2023-07-01 06:00:00;16.6;1014.3;97;16.1;1.6;;242;0;0
000AA;2023-07-01 06:30:00;16.8;1014.3;97;16.3;1.6;;211;;
000AA;2023-07-01 07:00:00;17.1;1014.2;98;16.7;1.6;;197;0;1
000AA;2023-07-01 07:30:00;17.3;1014.4;98;17;3.2;;187;;
000AA;2023-07-01 08:00:00;17.7;1014.5;98;17.3;3.2;;187;0;0.8
000AA;2023-07-01 08:30:00;18.1;1014.3;98;17.8;3.2;;197;;
000AA;2023-07-01 09:00:00;18.6;1014.2;98;18.3;1.6;;305;3.2;1.4
000AA;2023-07-01 09:30:00;19;1014.1;97;18.5;3.2;;232;;
000AA;2023-07-01 10:00:00;19.6;1013.9;97;19.1;4.8;;195;0;0.2
000AA;2023-07-01 10:30:00;20.2;1014.1;95;19.4;6.4;;291;;
000AA;2023-07-01 11:00:00;21.1;1013.9;89;19.2;6.4;;273;0;0
000AA;2023-07-01 11:30:00;21.9;1013.8;86;19.4;6.4;;327;;
000AA;2023-07-01 12:00:00;22.3;1013.9;83;19.3;6.4;;163;0.2;0
000AA;2023-07-01 12:30:00;22.7;1013.7;83;19.6;6.4;;322;;
000AA;2023-07-01 13:00:00;22.9;1013.7;82;19.7;6.4;;311;0;0
000AA;2023-07-01 13:30:00;21.6;1013.8;88;19.5;4.8;;255;;
000AA;2023-07-01 17:30:00;23.4;1014.1;71;17.9;6.4;;296;;
000AA;2023-07-01 18:00:00;23.1;1014.3;70;17.3;6.4;;5;0;0
000AA;2023-07-01 18:30:00;21.8;1014.6;70;16.1;6.4;;333;;
000AA;2023-07-01 19:00:00;20.6;1014.8;75;16;3.2;;284;0;0
000AA;2023-07-01 19:30:00;20.2;1015;76;15.9;3.2;;296;;
000AA;2023-07-01 20:00:00;19.9;1015.3;78;15.9;1.6;;283;0;0
000AA;2023-07-01 20:30:00;19.6;1015.8;78;15.6;3.2;;290;;
000AA;2023-07-01 21:00:00;19.3;1016.1;79;15.6;3.2;;311;0;0
000AA;2023-07-01 21:30:00;19.2;1016.4;79;15.4;3.2;;282;;
000AA;2023-07-01 22:00:00;18.9;1016.3;81;15.6;0;;296;0;0
000AA;2023-07-01 22:30:00;18.7;1016.5;82;15.5;1.6;;312;;
000AA;2023-07-01 23:00:00;18.6;1016.4;83;15.6;1.6;;263;0;
000AA;2023-07-01 23:30:00;18.4;1016.3;84;15.6;1.6;;215;;
000AA;2023-07-02 00:00:00;18.4;1016;85;15.8;0;;182;0;0
000AA;2023-07-02 00:30:00;17.8;1015.9;90;16.1;0;;198;;
000AA;2023-07-02 01:00:00;17.3;1015.7;94;16.3;1.6;;320;0;0.8
000AA;2023-07-02 01:30:00;17.2;1015.5;96;16.6;0;;296;;
000AA;2023-07-02 02:00:00;17.2;1015.4;96;16.6;0;;296;0;0.2
000AA;2023-07-02 02:30:00;17.3;1015.4;97;16.8;0;;300;;
000AA;2023-07-02 03:00:00;17.4;1015.2;97;16.9;1.6;;241;1.4;0.4
000AA;2023-07-02 03:30:00;17.5;1015.3;97;17;1.6;;286;;
000AA;2023-07-02 04:00:00;17.6;1015.4;97;17.1;1.6;;300;0;0
000AA;2023-07-02 04:30:00;17.4;1015.4;97;17;0;;300;;
000AA;2023-07-02 05:00:00;17.4;1015.7;97;17;0;;300;0;0
000AA;2023-07-02 05:30:00;17.5;1015.7;97;17;0;;299;;
000AA;2023-07-02 06:00:00;17.9;1015.9;97;17.4;0;;298;0;0
000AA;2023-07-02 06:30:00;18.1;1016;96;17.4;0;;223;;
000AA;2023-07-02 07:00:00;18.2;1016.2;95;17.4;0;;212;0;0
000AA;2023-07-02 07:30:00;18.2;1016.3;95;17.4;1.6;;279;;
000AA;2023-07-02 08:00:00;18.4;1016.2;94;17.5;0;;284;0;0.2
000AA;2023-07-02 08:30:00;18.6;1016.4;92;17.2;3.2;;311;;
000AA;2023-07-02 09:00:00;19.1;1016.6;91;17.6;1.6;;255;0.2;0
000AA;2023-07-02 09:30:00;20.6;1016.6;84;17.8;4.8;;273;;
000AA;2023-07-02 10:00:00;21.7;1016.5;78;17.7;4.8;;252;0;0
000AA;2023-07-02 10:30:00;21.8;1016.4;71;16.3;6.4;;329;;
000AA;2023-07-02 11:00:00;22.6;1016.5;68;16.4;4.8;;268;0;0
000AA;2023-07-02 11:30:00;22.6;1016.7;66;15.9;8;;296;;
000AA;2023-07-02 12:00:00;23.1;1016.6;64;15.9;4.8;;298;0;0
000AA;2023-07-02 12:30:00;23.8;1016.5;65;16.8;6.4;;345;;
000AA;2023-07-02 13:00:00;23.7;1016.4;66;17;6.4;;296;0;0
000AA;2023-07-02 13:30:00;24.6;1016.2;60;16.3;4.8;;266;;
000AA;2023-07-02 14:00:00;24.4;1016.1;65;17.4;4.8;;284;0;0
000AA;2023-07-02 14:30:00;24.9;1016;61;16.9;3.2;;312;;
000AA;2023-07-02 15:00:00;24.3;1015.9;66;17.6;4.8;;351;0;0
000AA;2023-07-02 15:30:00;24.4;1015.9;60;16.1;4.8;;282;;
000AA;2023-07-02 16:00:00;24.3;1016;60;16;4.8;;274;0;0
000AA;2023-07-02 16:30:00;24.4;1015.9;59;15.9;4.8;;315;;
000AA;2023-07-02 17:00:00;24;1015.9;61;16;3.2;;268;0;0
000AA;2023-07-02 17:30:00;23.4;1016;63;16;4.8;;311;;
000AA;2023-07-02 18:00:00;23.2;1016;64;16;3.2;;305;0;0
000AA;2023-07-02 18:30:00;22.9;1016.1;66;16.3;1.6;;298;;
000AA;2023-07-02 19:00:00;23.1;1016.1;66;16.4;3.2;;306;0;0
000AA;2023-07-02 19:30:00;22.2;1016.2;69;16.3;3.2;;327;;
000AA;2023-07-02 20:00:00;21;1016.4;70;15.3;1.6;;253;0;0
000AA;2023-07-02 20:30:00;20.2;1016.7;71;14.8;3.2;;305;;
000AA;2023-07-02 21:00:00;19.5;1017;73;14.5;3.2;;323;0;0
000AA;2023-07-02 21:30:00;18.7;1017.2;75;14.2;1.6;;290;;
000AA;2023-07-02 22:00:00;18.2;1017.2;77;14.1;1.6;;315;0;0
000AA;2023-07-02 22:30:00;17.6;1017.2;80;14.1;1.6;;292;;
000AA;2023-07-02 23:00:00;17.2;1017.2;82;14.1;3.2;;320;0;
000AA;2023-07-02 23:30:00;16.7;1017.3;84;14;1.6;;346;;
000AA;2023-07-03 00:00:00;16.3;1017.3;86;13.9;0;;346;0;0
000AA;2023-07-03 00:30:00;15.7;1017.3;89;13.9;0;;346;;
000AA;2023-07-03 01:00:00;14.9;1017.3;92;13.7;0;;346;0;0
000AA;2023-07-03 01:30:00;14.8;1017.3;94;13.9;0;;346;;
000AA;2023-07-03 02:00:00;14.8;1017.2;94;13.9;0;;351;0;0
000AA;2023-07-03 02:30:00;14.4;1017;94;13.5;0;;351;;
000AA;2023-07-03 03:00:00;14.3;1017.1;95;13.5;0;;351;0;0
000AA;2023-07-03 03:30:00;13.9;1017;95;13.2;0;;351;;
000AA;2023-07-03 04:00:00;14;1017.1;96;13.4;0;;355;0;0
000AA;2023-07-03 04:30:00;13.5;1017.1;96;12.9;0;;355;;
000AA;2023-07-03 05:00:00;14.1;1017.1;97;13.6;0;;355;0;0
000AA;2023-07-03 05:30:00;14.6;1017.4;97;14.1;0;;355;;
000AA;2023-07-03 06:00:00;15.1;1017.6;97;14.6;0;;355;0;0
000AA;2023-07-03 06:30:00;15.5;1017.9;95;14.7;0;;346;;
000AA;2023-07-03 07:00:00;16.2;1017.9;94;15.2;0;;340;0;0
000AA;2023-07-03 07:30:00;16.9;1017.9;92;15.6;0;;245;;
000AA;2023-07-03 08:00:00;18.3;1018;87;16.1;0;;215;0;0
000AA;2023-07-03 08:30:00;19.7;1017.9;81;16.4;0;;254;;
000AA;2023-07-03 09:00:00;20.6;1017.8;78;16.6;3.2;;228;0;0
000AA;2023-07-03 09:30:00;21.3;1017.9;76;16.9;3.2;;219;;
000AA;2023-07-03 10:00:00;21.9;1017.9;74;17;3.2;;196;0;0.2
000AA;2023-07-03 10:30:00;22.9;1017.6;66;16.3;3.2;;242;;
000AA;2023-07-04 05:30:00;16.1;1015.5;96;15.5;0;;314;;
000AA;2023-07-04 06:00:00;16.7;1015.5;95;15.9;0;;244;0;0
000AA;2023-07-04 06:30:00;17.4;1015.5;94;16.4;0;;244;;
000AA;2023-07-04 07:00:00;17.9;1015.7;92;16.6;0;;243;0;0
000AA;2023-07-04 07:30:00;18.7;1015.8;90;17;0;;244;;
000AA;2023-07-04 08:00:00;19.8;1015.8;86;17.4;0;;225;0;0
000AA;2023-07-04 08:30:00;20.7;1015.8;84;17.9;1.6;;200;;
000AA;2023-07-04 09:00:00;21.4;1015.9;83;18.4;1.6;;175;0;0
000AA;2023-07-04 09:30:00;21.9;1015.9;80;18.3;3.2;;277;;
000AA;2023-07-04 10:00:00;22.3;1015.9;76;17.8;3.2;;196;0;0
000AA;2023-07-04 10:30:00;23.4;1015.7;70;17.6;3.2;;180;;
000AA;2023-07-04 11:00:00;24;1015.6;70;18.2;3.2;;179;0;0
000AA;2023-07-04 11:30:00;24.7;1015.5;67;18.1;3.2;;215;;
000AA;2023-07-04 12:00:00;24.5;1015.4;66;17.7;3.2;;271;0;0
000AA;2023-07-04 12:30:00;25;1015.2;62;17.2;3.2;;252;;
000AA;2023-07-04 13:00:00;24.8;1015.2;62;17.1;3.2;;278;0;0
000AA;2023-07-04 13:30:00;25.9;1015.1;62;18;4.8;;221;;
000AA;2023-07-04 14:00:00;25.4;1014.9;61;17.3;3.2;;207;0;0
000AA;2023-07-04 14:30:00;26.6;1014.6;59;17.9;4.8;;203;;
000AA;2023-07-04 15:00:00;26.2;1014.4;56;16.7;4.8;;281;0;0
000AA;2023-07-04 15:30:00;27.1;1014.2;53;16.7;4.8;;219;;
000AA;2023-07-04 16:00:00;26.6;1013.9;56;17.1;4.8;;242;0;0
000AA;2023-07-04 16:30:00;26.6;1013.7;56;17.1;1.6;;236;;
000AA;2023-07-04 17:00:00;25.4;1013.7;58;16.6;3.2;;200;0;0
000AA;2023-07-04 17:30:00;26.7;1013.7;55;16.9;4.8;;253;;
000AA;2023-07-04 18:00:00;26.2;1013.7;56;16.7;4.8;;214;0;0
000AA;2023-07-04 18:30:00;25.4;1013.8;59;16.8;4.8;;250;;
000AA;2023-07-04 19:00:00;24.5;1014.2;61;16.5;4.8;;254;0;0
000AA;2023-07-04 19:30:00;23.4;1014.6;64;16.2;4.8;;355;;
000AA;2023-07-04 20:00:00;22.3;1015;66;15.6;4.8;;279;0;0
000AA;2023-07-04 20:30:00;21.4;1015.5;68;15.3;1.6;;196;;
000AA;2023-07-04 21:00:00;20.8;1016;72;15.5;3.2;;273;0;0
000AA;2023-07-04 21:30:00;20.2;1016.1;74;15.4;1.6;;242;;
000AA;2023-07-04 22:00:00;19.7;1016.3;77;15.6;3.2;;194;0;0
000AA;2023-07-04 22:30:00;19.2;1016.3;80;15.7;0;;198;;
000AA;2023-07-04 23:00:00;18.7;1016.3;82;15.6;1.6;;219;0;0
000AA;2023-07-04 23:30:00;18.6;1016.5;84;15.9;1.6;;207;;
000AA;2023-07-05 00:00:00;18.5;1016.6;85;15.9;0;;186;0;0
000AA;2023-07-05 00:30:00;18.4;1016.4;88;16.4;3.2;;225;;
000AA;2023-07-05 01:00:00;18.3;1016.5;89;16.4;1.6;;211;0;0
000AA;2023-07-05 01:30:00;18.3;1016.6;88;16.3;4.8;;333;;
000AA;2023-07-05 02:00:00;17.6;1016.6;89;15.7;0;;296;0;0
000AA;2023-07-05 02:30:00;17.1;1016.5;90;15.5;0;;355;;
000AA;2023-07-05 03:00:00;16.6;1016.4;93;15.5;0;;276;0;0
000AA;2023-07-05 03:30:00;16.6;1016.5;94;15.6;0;;276;;
000AA;2023-07-05 04:00:00;16.7;1016.7;95;15.9;0;;276;0;0
000AA;2023-07-05 04:30:00;16.6;1016.7;95;15.8;0;;277;;
000AA;2023-07-05 05:00:00;16.6;1017;96;15.9;0;;276;0;0
000AA;2023-07-05 05:30:00;16.9;1017;96;16.3;0;;128;;
000AA;2023-07-05 06:00:00;17.2;1017;95;16.4;0;;159;0;0
000AA;2023-07-05 06:30:00;17.8;1017;93;16.7;0;;159;;
000AA;2023-07-05 07:00:00;18.3;1017;91;16.8;0;;113;0;0
000AA;2023-07-05 07:30:00;18.9;1017.1;87;16.7;1.6;;184;;
000AA;2023-07-05 08:00:00;19.7;1017.2;82;16.6;1.6;;205;0;0
000AA;2023-07-05 08:30:00;20.8;1017.1;79;17;3.2;;213;;
000AA;2023-07-05 09:00:00;21.5;1017.1;76;17.1;3.2;;186;0;0
000AA;2023-07-05 09:30:00;21.8;1017.1;71;16.3;3.2;;248;;
000AA;2023-07-05 10:00:00;22.4;1016.8;70;16.6;3.2;;215;0;0
000AA;2023-07-05 10:30:00;23.2;1017;66;16.5;3.2;;196;;
000AA;2023-07-05 11:00:00;23.7;1016.7;64;16.5;4.8;;159;0;0
000AA;2023-07-05 11:30:00;22.8;1016.7;68;16.6;3.2;;290;;
000AA;2023-07-05 12:00:00;22.9;1016.6;72;17.6;3.2;;279;0;0
000AA;2023-07-05 12:30:00;23.4;1016.6;67;16.9;3.2;;284;;
000AA;2023-07-05 13:00:00;22.8;1016.6;71;17.2;1.6;;229;0;0
000AA;2023-07-05 13:30:00;22.6;1016.5;73;17.5;1.6;;214;;
000AA;2023-07-05 14:00:00;23.3;1016.3;73;18.2;1.6;;339;0;0
000AA;2023-07-05 14:30:00;23.4;1016.2;72;18.1;3.2;;234;;
000AA;2023-07-05 15:00:00;23.4;1015.8;76;18.9;1.6;;332;0;0
000AA;2023-07-05 15:30:00;23.9;1015.6;71;18.4;3.2;;267;;
000AA;2023-07-05 16:00:00;24.3;1015.4;71;18.7;1.6;;291;0;0
000AA;2023-07-05 16:30:00;24.8;1015.3;69;18.8;4.8;;261;;
000AA;2023-07-05 17:00:00;23.3;1015.5;71;17.8;3.2;;300;0;0
000AA;2023-07-05 17:30:00;23.7;1015.2;70;17.9;3.2;;271;;
000AA;2023-07-05 18:00:00;24.2;1015.1;69;18.2;3.2;;360;0;0
000AA;2023-07-05 18:30:00;22.2;1015.3;76;17.8;1.6;;350;;
000AA;2023-07-05 19:00:00;21.7;1015.7;77;17.5;3.2;;335;0;0
000AA;2023-07-05 19:30:00;21.3;1015.8;78;17.3;1.6;;355;;
000AA;2023-07-05 20:00:00;20.7;1015.8;80;17.1;1.6;;333;0;0
000AA;2023-07-05 20:30:00;19.9;1016;83;17;0;;314;;
000AA;2023-07-05 21:00:00;19.5;1016.2;85;16.9;0;;314;0;0
000AA;2023-07-05 21:30:00;18.8;1016;86;16.4;0;;315;;
000AA;2023-07-05 22:00:00;18.4;1015.9;88;16.4;0;;314;0;0
000AA;2023-07-05 22:30:00;18.2;1015.6;89;16.4;0;;315;;
000AA;2023-07-05 23:00:00;17.8;1015.6;90;16.2;0;;315;0;0
000AA;2023-07-05 23:30:00;17.6;1015.5;90;16;0;;315;;
000AA;2023-07-06 00:00:00;17.4;1015.5;91;15.9;0;;315;0;0
000AA;2023-07-06 00:30:00;16.8;1015.6;92;15.5;0;;315;;
000AA;2023-07-06 01:00:00;16.3;1015.6;95;15.5;0;;315;0;0
000AA;2023-07-06 01:30:00;16.4;1015.6;95;15.6;0;;315;;
000AA;2023-07-06 02:00:00;16.2;1015;94;15.2;0;;314;0;0
000AA;2023-07-06 02:30:00;15.8;1014.9;95;15;0;;314;;
000AA;2023-07-06 03:00:00;15.4;1014.7;96;14.8;0;;314;0;0
000AA;2023-07-06 03:30:00;15.2;1014.5;95;14.4;0;;292;;
000AA;2023-07-06 04:00:00;14.8;1014.4;95;14;0;;292;0;0
000AA;2023-07-06 04:30:00;14.6;1014.2;96;14;0;;321;;
000AA;2023-07-06 05:00:00;14.6;1014.2;96;14;0;;321;0;0
000AA;2023-07-06 05:30:00;14.8;1014.3;97;14.3;0;;321;;
000AA;2023-07-06 06:00:00;15;1014.4;97;14.5;0;;321;0;0
000AA;2023-07-07 05:30:00;17.7;1012.6;97;17.2;0;;150;;
000AA;2023-07-07 06:00:00;17.9;1012.8;97;17.5;0;;150;0;0
000AA;2023-07-07 06:30:00;18.8;1012.8;98;18.5;0;;150;;
000AA;2023-07-07 07:00:00;20.9;1012.7;95;20.1;0;;150;0;0
000AA;2023-07-07 07:30:00;22.4;1012.7;89;20.5;0;;178;;
000AA;2023-07-07 08:00:00;23.2;1012.5;85;20.5;1.6;;294;0;0
000AA;2023-07-07 08:30:00;24;1012.6;82;20.7;4.8;;194;;
000AA;2023-07-07 09:00:00;25.4;1012.5;76;20.9;1.6;;82;0;0
000AA;2023-07-07 09:30:00;26.8;1012.3;70;20.8;3.2;;69;;
000AA;2023-07-07 10:00:00;27.5;1012.1;71;21.8;3.2;;158;0;0
000AA;2023-07-07 10:30:00;28.4;1012;68;21.9;3.2;;198;;
000AA;2023-07-07 11:00:00;29.1;1011.9;62;21.1;3.2;;130;0;0.2
000AA;2023-07-07 11:30:00;29.6;1011.7;60;21;4.8;;194;;
000AA;2023-07-07 12:00:00;30.1;1011.2;60;21.5;3.2;;281;0.2;0
000AA;2023-07-07 12:30:00;30.9;1011;54;20.6;3.2;;167;;
000AA;2023-07-07 13:00:00;31;1010.7;56;21.2;3.2;;63;0;0
000AA;2023-07-07 13:30:00;31.6;1010.5;52;20.6;3.2;;360;;
000AA;2023-07-07 14:00:00;31.9;1010;55;21.8;3.2;;178;0;0
000AA;2023-07-07 14:30:00;32.5;1009.7;52;21.4;3.2;;317;;
000AA;2023-07-07 15:00:00;31.8;1009.6;53;21.1;3.2;;284;0;0
000AA;2023-07-07 15:30:00;30.3;1009.2;58;21.1;1.6;;323;;
000AA;2023-07-07 16:00:00;28.3;1009.2;71;22.5;0;;360;0;0
000AA;2023-07-07 16:30:00;27.6;1010;69;21.4;0;;298;;
000AA;2023-07-07 17:00:00;27.4;1010.2;68;21;1.6;;232;0;0
000AA;2023-07-07 17:30:00;27.3;1010.5;66;20.4;3.2;;342;;
000AA;2023-07-07 18:00:00;25.3;1010.1;59;16.7;4.8;;290;0;0
000AA;2023-07-07 18:30:00;24.9;1010.4;58;16.1;3.2;;236;;
000AA;2023-07-07 19:00:00;24.1;1011.2;59;15.5;3.2;;232;0;0
000AA;2023-07-07 19:30:00;20.8;1014.2;84;18;8;;360;;
000AA;2023-07-07 20:00:00;19.8;1013.3;84;17;8;;329;0;2
000AA;2023-07-07 20:30:00;19.5;1014.3;83;16.5;6.4;;275;;
000AA;2023-07-07 21:00:00;18.8;1013.9;88;16.7;1.6;;249;6.2;4.2
000AA;2023-07-07 21:30:00;18.9;1012.5;86;16.5;3.2;;300;;
000AA;2023-07-07 22:00:00;18.2;1013.2;92;16.8;1.6;;234;0;0.6
000AA;2023-07-07 22:30:00;18;1012.8;92;16.7;3.2;;269;;
000AA;2023-07-07 23:00:00;17.7;1012.4;93;16.6;0;;240;0;
000AA;2023-07-07 23:30:00;17.4;1012.8;93;16.3;0;;187;;
000AA;2023-07-08 00:00:00;17.8;1012.4;94;16.8;1.6;;305;0;0.2
000AA;2023-07-08 00:30:00;18.1;1012.1;93;16.9;1.6;;245;;
000AA;2023-07-08 01:00:00;18;1011.9;93;16.9;1.6;;295;0;0.2
000AA;2023-07-08 01:30:00;17.8;1011.8;93;16.6;0;;264;;
000AA;2023-07-08 02:00:00;17.4;1012.1;94;16.4;0;;264;0;0
000AA;2023-07-08 02:30:00;16.9;1012.2;95;16.1;0;;264;;
000AA;2023-07-08 03:00:00;16.6;1012;96;15.9;0;;264;0.2;0
000AA;2023-07-08 03:30:00;16.6;1012;96;15.9;0;;264;;
000AA;2023-07-08 04:00:00;16.6;1012.3;97;16.1;0;;264;0;0
000AA;2023-07-08 04:30:00;16.4;1012.3;96;15.7;0;;264;;
000AA;2023-07-08 05:00:00;16.7;1012.5;97;16.2;0;;264;0;0
000AA;2023-07-08 05:30:00;17.2;1012.7;98;16.8;0;;264;;
000AA;2023-07-08 06:00:00;17.2;1013.1;97;16.7;0;;264;0;0
000AA;2023-07-08 06:30:00;18;1013.2;98;17.7;0;;264;;
000AA;2023-07-08 07:00:00;20.2;1013;93;19.1;0;;253;0;0
000AA;2023-07-08 07:30:00;21.1;1013.6;88;19;0;;215;;
000AA;2023-07-08 08:00:00;21.8;1014;86;19.4;1.6;;259;0;0
000AA;2023-07-08 08:30:00;23.8;1014.1;80;20.1;1.6;;56;;
000AA;2023-07-08 09:00:00;24.9;1014.2;76;20.4;3.2;;213;0;0
000AA;2023-07-08 09:30:00;26.2;1014.5;73;21;1.6;;228;;
000AA;2023-07-08 10:00:00;27;1014.7;72;21.5;3.2;;232;0;0
000AA;2023-07-08 10:30:00;27.4;1014.7;68;21;3.2;;188;;
000AA;2023-07-08 11:00:00;28.3;1014.8;66;21.3;3.2;;253;0;0
000AA;2023-07-08 11:30:00;29.1;1014.7;64;21.6;3.2;;217;;
000AA;2023-07-08 12:00:00;29.9;1014.6;62;21.8;3.2;;268;0;0
000AA;2023-07-08 12:30:00;30.2;1014.4;60;21.6;3.2;;180;;
000AA;2023-07-08 13:00:00;30.9;1014.2;56;21.1;3.2;;244;0;0
000AA;2023-07-08 13:30:00;31.6;1014.1;47;18.9;3.2;;264;;
000AA;2023-07-08 14:00:00;32.1;1014.1;51;20.7;3.2;;165;0;0
000AA;2023-07-08 14:30:00;32.4;1014.1;49;20.3;3.2;;276;;
000AA;2023-07-08 15:00:00;32.5;1014.1;46;19.4;4.8;;114;0;0
000AA;2023-07-08 15:30:00;32.6;1014;51;21.2;4.8;;203;;
000AA;2023-07-08 16:00:00;33.2;1014.1;52;22;3.2;;322;0;0
000AA;2023-07-08 16:30:00;32.8;1014;49;20.7;1.6;;229;;
000AA;2023-07-08 17:00:00;33.1;1014;48;20.6;1.6;;215;0;0
000AA;2023-07-08 17:30:00;33.3;1013.9;49;21.2;0;;231;;
000AA;2023-07-08 18:00:00;33.1;1014;52;21.9;1.6;;235;0;0
000AA;2023-07-08 18:30:00;30.7;1014.2;60;22.1;0;;219;;
000AA;2023-07-08 19:00:00;29.5;1014.3;59;20.6;1.6;;355;0;0
000AA;2023-07-08 19:30:00;27.9;1014.4;65;20.7;1.6;;320;;
000AA;2023-07-08 20:00:00;26.7;1014.5;69;20.5;1.6;;322;0;0
000AA;2023-07-08 20:30:00;25.9;1014.8;72;20.5;0;;322;;
000AA;2023-07-08 21:00:00;25.5;1015;74;20.5;0;;322;0;0
000AA;2023-07-08 21:30:00;25;1015.1;76;20.5;0;;323;;
000AA;2023-07-08 22:00:00;24.8;1015;77;20.5;0;;262;0;0
000AA;2023-07-08 22:30:00;24.7;1015.1;77;20.4;0;;252;;
000AA;2023-07-08 23:00:00;23.6;1015.1;81;20.2;0;;252;0;
000AA;2023-07-08 23:30:00;23.1;1015.2;83;20;0;;252;;
000AA;2023-07-09 00:00:00;22.7;1015.2;85;20.1;0;;252;0;0
000AA;2023-07-09 00:30:00;23.1;1015.1;84;20.3;0;;252;;
