# METADATA:
# 000AA: Castels
# Source: www.infoclimat.fr
# Licence Ouverte/Open License: http://wiki.data.gouv.fr/images/9/9d/Licence_Ouverte.pdf
station_id;dh_utc;temperature;pression;humidite;point_de_rosee;vent_moyen;vent_rafales;vent_direction;pluie_3h;pluie_1h
station_id;dh_utc;degC;hPa;%;degC;km/h;km/h;deg;mm;mm
000AA;2022-12-25 19:30:00;12.1;1016.6;82;9.1;0;;150;;
000AA;2022-12-25 20:00:00;13.4;1016.8;80;10;3.2;;200;0;0
000AA;2022-12-25 20:30:00;13.4;1016.8;80;10.1;1.6;;162;;
000AA;2022-12-25 21:00:00;12.6;1017;83;9.7;3.2;;250;0;0
000AA;2022-12-25 21:30:00;12.3;1017.3;83;9.5;1.6;;209;;
000AA;2022-12-25 22:00:00;11.2;1017.8;88;9.3;0;;61;0;0
000AA;2022-12-25 22:30:00;10.9;1017.9;89;9.1;0;;62;;
000AA;2022-12-25 23:00:00;11.6;1017.7;89;9.9;1.6;;175;0;0
000AA;2022-12-25 23:30:00;11.5;1017.8;88;9.6;1.6;;70;;
000AA;2022-12-26 00:00:00;11.6;1018.2;89;9.9;1.6;;271;0;0
000AA;2022-12-26 00:30:00;11.3;1018.4;90;9.7;0;;90;;
000AA;2022-12-26 01:00:00;10.4;1018.6;92;9.1;0;;89;0;0
000AA;2022-12-26 01:30:00;10.4;1018.7;94;9.5;1.6;;178;;
000AA;2022-12-26 02:00:00;10.4;1018.8;93;9.3;0;;112;0;0
000AA;2022-12-26 02:30:00;10.4;1019;95;9.6;0;;73;;
000AA;2022-12-26 03:00:00;9.9;1019.3;95;9.2;0;;101;0;0
000AA;2022-12-26 03:30:00;9.7;1019.4;95;8.9;0;;102;;
000AA;2022-12-26 04:00:00;9.8;1019.7;97;9.4;0;;101;0;0
000AA;2022-12-26 04:30:00;10.3;1019.7;97;9.8;0;;196;;
000AA;2022-12-26 05:00:00;10.6;1019.8;96;10;0;;128;0;0
000AA;2022-12-26 05:30:00;10.8;1020.2;96;10.2;0;;79;;
000AA;2022-12-26 06:00:00;10.7;1020.4;97;10.2;0;;171;0;0
000AA;2022-12-26 06:30:00;11.2;1020.8;96;10.6;1.6;;207;;
000AA;2022-12-26 07:00:00;11.3;1021.1;95;10.5;1.6;;134;0;0
000AA;2022-12-26 07:30:00;11.2;1021.4;95;10.5;0;;130;;
000AA;2022-12-26 08:00:00;11;1021.6;95;10.2;0;;130;0;0
000AA;2022-12-26 08:30:00;11.1;1022.4;96;10.4;0;;130;;
000AA;2022-12-26 09:00:00;11.2;1022.8;96;10.6;0;;130;0;0
000AA;2022-12-26 09:30:00;11.3;1023.3;97;10.8;0;;130;;
000AA;2022-12-26 10:00:00;11.8;1023.9;97;11.3;0;;130;0;0.2
000AA;2022-12-26 10:30:00;12.3;1024.2;97;11.8;0;;148;;
000AA;2022-12-26 11:00:00;12.9;1024.4;94;12;0;;171;0;0
000AA;2022-12-26 11:30:00;13;1024.4;94;12.1;0;;197;;
000AA;2022-12-26 12:00:00;13.7;1024.4;92;12.4;0;;212;0.2;0
000AA;2022-12-26 12:30:00;13.7;1024.6;91;12.3;0;;212;;
000AA;2022-12-26 13:00:00;13.7;1024.7;90;12.1;0;;211;0;0
000AA;2022-12-26 13:30:00;13.3;1024.7;91;11.8;1.6;;267;;
000AA;2022-12-26 14:00:00;13.2;1024.7;92;12;0;;267;0;0
000AA;2022-12-26 14:30:00;13.3;1024.7;92;12;0;;267;;
000AA;2022-12-26 15:00:00;13.2;1025.1;93;12.1;0;;267;0;0
000AA;2022-12-26 15:30:00;12.9;1025.3;94;12;0;;267;;
000AA;2022-12-26 16:00:00;12.8;1025.6;90;11.2;0;;279;0;0
000AA;2022-12-26 16:30:00;12.6;1026.1;92;11.3;0;;281;;
000AA;2022-12-26 17:00:00;12.2;1026.4;91;10.7;1.6;;271;0;0.2
000AA;2022-12-26 17:30:00;11.8;1026.7;92;10.6;3.2;;211;;
000AA;2022-12-26 18:00:00;11.5;1027;94;10.6;1.6;;156;1.2;1
000AA;2022-12-26 18:30:00;11.2;1027.2;95;10.4;1.6;;161;;
000AA;2022-12-26 19:00:00;11;1027.3;95;10.2;1.6;;161;0;0.2
000AA;2022-12-26 19:30:00;10.8;1027.4;95;10;0;;162;;
000AA;2022-12-26 20:00:00;10.7;1027.6;96;10.1;1.6;;182;0;0
000AA;2022-12-26 20:30:00;10.6;1027.7;96;10;0;;182;;
000AA;2022-12-26 21:00:00;10.3;1028.1;97;9.9;0;;182;0.2;0
000AA;2022-12-26 21:30:00;10.4;1028.2;97;9.9;0;;182;;
000AA;2022-12-26 22:00:00;10.3;1028.2;97;9.9;0;;182;0;0
000AA;2022-12-26 22:30:00;10.3;1028.4;97;9.9;0;;182;;
000AA;2022-12-26 23:00:00;10.3;1028.4;97;9.8;0;;182;0;0
000AA;2022-12-26 23:30:00;10.3;1028.5;98;10;0;;182;;
000AA;2022-12-27 00:00:00;10.1;1028.4;98;9.8;0;;182;0;0
000AA;2022-12-27 00:30:00;10.1;1028.4;98;9.8;0;;182;;
000AA;2022-12-27 01:00:00;10;1028.3;98;9.7;0;;182;0;0
000AA;2022-12-27 01:30:00;9.4;1028.5;97;8.9;0;;182;;
000AA;2022-12-27 02:00:00;8.6;1028.9;97;8.2;0;;182;0;0
000AA;2022-12-27 02:30:00;8.6;1029.1;98;8.3;0;;182;;
000AA;2022-12-27 03:00:00;8.6;1029;98;8.3;0;;182;0;0
000AA;2022-12-27 03:30:00;8.7;1028.9;99;8.6;0;;182;;
000AA;2022-12-27 04:00:00;8.4;1028.9;98;8.1;0;;182;0;0
000AA;2022-12-27 04:30:00;7.7;1028.8;97;7.2;0;;182;;
000AA;2022-12-27 05:00:00;7.1;1028.5;98;6.8;0;;182;0;0.2
000AA;2022-12-27 05:30:00;6.7;1028.7;98;6.4;1.6;;182;;
000AA;2022-12-27 06:00:00;6.9;1028.8;99;6.7;0;;182;0.2;0
000AA;2022-12-27 06:30:00;7.1;1028.8;99;6.9;0;;182;;
000AA;2022-12-27 07:00:00;7.2;1028.8;99;7;0;;101;0;0
000AA;2022-12-27 07:30:00;7.6;1028.8;99;7.5;0;;194;;
000AA;2022-12-27 08:00:00;7.4;1028.8;99;7.2;0;;194;0;0
000AA;2022-12-30 07:00:00;10;1012.8;93;8.9;1.6;;60;0;0
000AA;2022-12-30 07:30:00;10.1;1013;94;9.1;1.6;;113;;
000AA;2022-12-30 08:00:00;10.2;1013.2;92;9;1.6;;355;0;0
000AA;2022-12-30 08:30:00;10.4;1013.5;91;9;1.6;;140;;
000AA;2022-12-30 09:00:00;10.4;1013.9;93;9.4;1.6;;79;0;0.8
000AA;2022-12-30 09:30:00;10.6;1014.1;95;9.8;1.6;;66;;
000AA;2022-12-30 10:00:00;10.9;1014.2;94;10;3.2;;347;0;0.8
000AA;2022-12-30 10:30:00;11.2;1014.3;94;10.3;3.2;;346;;
000AA;2022-12-30 11:00:00;11.9;1013.9;92;10.6;1.6;;162;0;0.2
000AA;2022-12-30 11:30:00;12.3;1014;90;10.7;1.6;;65;;
000AA;2022-12-30 12:00:00;12.6;1014.1;90;11;1.6;;114;1;0
000AA;2022-12-30 12:30:00;13.1;1014;90;11.5;1.6;;116;;
000AA;2022-12-30 13:00:00;14.1;1014;87;11.9;1.6;;38;0;0
000AA;2022-12-30 13:30:00;14.2;1013.7;87;12.1;1.6;;101;;
000AA;2022-12-30 14:00:00;14.2;1013.9;86;11.9;3.2;;162;0;0
000AA;2022-12-30 14:30:00;14.5;1013.7;85;12;0;;77;;
000AA;2022-12-30 15:00:00;14.6;1014.1;86;12.3;1.6;;90;0;0
000AA;2022-12-30 15:30:00;14.4;1014.3;85;11.9;0;;104;;
000AA;2022-12-30 16:00:00;14.1;1014.6;87;12;0;;175;0;0
000AA;2022-12-30 16:30:00;13.6;1014.8;88;11.6;0;;89;;
000AA;2022-12-30 17:00:00;13.4;1015.1;89;11.7;0;;90;0;0
000AA;2022-12-30 17:30:00;13.4;1015.2;89;11.7;0;;116;;
000AA;2022-12-30 18:00:00;13.1;1015.6;90;11.5;0;;116;0;0
000AA;2022-12-30 18:30:00;13.1;1015.9;90;11.5;0;;167;;
000AA;2022-12-30 19:00:00;12.7;1016.2;91;11.2;0;;167;0;0
000AA;2022-12-30 19:30:00;12.7;1016.3;91;11.3;0;;90;;
000AA;2022-12-30 20:00:00;12.9;1016.5;90;11.3;1.6;;96;0;0
000AA;2022-12-30 20:30:00;13.2;1016.9;89;11.4;0;;84;;
000AA;2022-12-30 21:00:00;13.3;1016.9;88;11.4;1.6;;119;0;0
000AA;2022-12-30 21:30:00;13.7;1017;85;11.2;1.6;;128;;
000AA;2022-12-30 22:00:00;13.7;1017.1;84;11.1;1.6;;196;0;0
000AA;2022-12-30 22:30:00;13.6;1017.3;85;11.1;0;;350;;
000AA;2022-12-30 23:00:00;13.3;1017.5;85;10.9;0;;254;0;0
000AA;2022-12-30 23:30:00;12.8;1017.5;88;10.8;1.6;;199;;
000AA;2022-12-31 00:00:00;13;1017.4;86;10.7;1.6;;211;0;0
000AA;2022-12-31 00:30:00;12.3;1017.3;87;10.2;1.6;;281;;
000AA;2022-12-31 01:00:00;11.7;1017.5;90;10.1;3.2;;165;0;0
000AA;2022-12-31 01:30:00;11.2;1017.8;92;9.9;1.6;;215;;
000AA;2022-12-31 02:00:00;11.7;1018.1;89;10;0;;74;0;0
000AA;2022-12-31 02:30:00;11.3;1018.1;89;9.5;0;;73;;
000AA;2022-12-31 03:00:00;12.2;1018;86;9.9;3.2;;242;0;0
000AA;2022-12-31 03:30:00;11.7;1018;87;9.6;3.2;;76;;
000AA;2022-12-31 04:00:00;11.9;1018.1;86;9.6;1.6;;98;0;0
000AA;2022-12-31 04:30:00;11.9;1017.9;87;9.8;3.2;;223;;
000AA;2022-12-31 05:00:00;10.7;1017.7;90;9.1;0;;84;0;0
000AA;2022-12-31 05:30:00;10.3;1017.7;92;9.1;0;;86;;
000AA;2022-12-31 06:00:00;10.2;1017.5;91;8.8;0;;313;0;0
000AA;2022-12-31 06:30:00;9.9;1017.4;92;8.6;0;;314;;
000AA;2022-12-31 07:00:00;9.4;1017.6;94;8.5;0;;319;0;0
000AA;2022-12-31 07:30:00;9;1017.5;94;8.1;0;;319;;
000AA;2022-12-31 08:00:00;8.7;1017.7;96;8.1;0;;319;0;0
000AA;2022-12-31 08:30:00;9.2;1017.8;95;8.5;0;;16;;
000AA;2022-12-31 09:00:00;9.6;1018.1;95;8.8;0;;16;0;0
000AA;2022-12-31 09:30:00;10.6;1018.2;92;9.3;0;;59;;
000AA;2022-12-31 10:00:00;11.2;1018.3;90;9.6;0;;59;0;0
000AA;2022-12-31 10:30:00;12;1018.2;90;10.4;1.6;;227;;
000AA;2022-12-31 11:00:00;12.1;1018.3;87;10;0;;228;0;0
000AA;2022-12-31 11:30:00;14.5;1018;80;11.1;3.2;;191;;
000AA;2022-12-31 12:00:00;15.4;1018;78;11.6;3.2;;20;0;0
000AA;2022-12-31 12:30:00;16.8;1017.7;73;12;1.6;;146;;
000AA;2022-12-31 13:00:00;17.5;1017.6;70;12;3.2;;203;0;0
000AA;2022-12-31 13:30:00;18;1017.5;69;12.2;3.2;;202;;
000AA;2022-12-31 14:00:00;17.2;1017.4;69;11.5;6.4;;77;0;0
000AA;2022-12-31 14:30:00;17.2;1017.5;70;11.7;1.6;;61;;
000AA;2022-12-31 15:00:00;17.2;1017.6;70;11.7;3.2;;71;0;0
000AA;2022-12-31 15:30:00;18.3;1017.6;69;12.5;1.6;;86;;
000AA;2022-12-31 16:00:00;16.9;1017.9;71;11.6;1.6;;94;0;0
000AA;2022-12-31 16:30:00;16.2;1017.8;74;11.5;1.6;;31;;
000AA;2022-12-31 17:00:00;15.3;1018.1;77;11.3;1.6;;271;0;0
000AA;2022-12-31 17:30:00;14.4;1018.1;81;11.2;1.6;;236;;
000AA;2022-12-31 18:00:00;14.4;1018.3;82;11.4;1.6;;78;0;0
000AA;2022-12-31 18:30:00;14.6;1018.5;81;11.4;3.2;;219;;
000AA;2022-12-31 19:00:00;14.6;1018.8;82;11.5;3.2;;138;0;0
000AA;2022-12-31 19:30:00;14.3;1018.9;83;11.4;3.2;;219;;
000AA;2022-12-31 20:00:00;14.1;1019.1;84;11.4;3.2;;157;0;0
000AA;2022-12-31 20:30:00;13.8;1018.8;84;11.2;3.2;;342;;
000AA;2022-12-31 21:00:00;13.8;1019;84;11.1;4.8;;234;0;0
000AA;2022-12-31 21:30:00;13.6;1019;84;10.9;4.8;;228;;
000AA;2022-12-31 22:00:00;13.7;1019.2;83;10.8;6.4;;252;0;0
000AA;2022-12-31 22:30:00;13.4;1019.5;84;10.7;4.8;;231;;
000AA;2022-12-31 23:00:00;13.3;1019.6;84;10.7;6.4;;35;0;0
000AA;2022-12-31 23:30:00;13.2;1019.6;84;10.6;3.2;;202;;
000AA;2023-01-01 00:00:00;13.1;1019.3;85;10.6;4.8;;216;0;0
000AA;2023-01-01 00:30:00;13.2;1019.4;84;10.5;4.8;;228;;
000AA;2023-01-01 01:00:00;12.9;1019.4;85;10.4;3.2;;163;0;0
000AA;2023-01-01 01:30:00;12.8;1019.3;86;10.5;3.2;;196;;
000AA;2023-01-01 02:00:00;12.6;1019.3;87;10.5;3.2;;180;0;0
000AA;2023-01-01 02:30:00;12.8;1019.3;86;10.5;3.2;;355;;
000AA;2023-01-01 03:00:00;12.2;1019.4;86;9.9;1.6;;193;0;0
000AA;2023-01-01 03:30:00;12;1019.5;89;10.2;0;;179;;
000AA;2023-01-01 04:00:00;12.4;1019.4;86;10.2;1.6;;74;0;0
000AA;2023-01-01 04:30:00;12.6;1019.5;86;10.3;1.6;;205;;
000AA;2023-01-01 05:00:00;12.7;1019.3;86;10.4;0;;149;0;0
000AA;2023-01-01 05:30:00;13.3;1019.2;84;10.7;3.2;;243;;
000AA;2023-01-01 06:00:00;13.6;1019.1;82;10.5;4.8;;276;0;0
000AA;2023-01-01 06:30:00;13.6;1019.2;81;10.4;4.8;;165;;
000AA;2023-01-01 07:00:00;13.3;1019.1;81;10.1;3.2;;30;0;0
000AA;2023-01-01 07:30:00;13.1;1019;81;9.9;1.6;;67;;
000AA;2023-01-01 08:00:00;13.2;1019.1;81;10;3.2;;67;0;0
000AA;2023-01-01 08:30:00;13.4;1018.8;80;10.1;4.8;;100;;
000AA;2023-01-01 09:00:00;13.7;1018.7;78;10;4.8;;113;0;0
000AA;2023-01-01 09:30:00;14.1;1018.6;77;10.1;4.8;;342;;
000AA;2023-01-01 10:00:00;15.3;1018.6;73;10.5;4.8;;225;0;0
000AA;2023-01-01 10:30:00;16.1;1018.5;70;10.6;4.8;;103;;
000AA;2023-01-01 11:00:00;16.4;1018.3;69;10.7;4.8;;280;0;0
000AA;2023-01-01 11:30:00;16.4;1017.9;69;10.7;4.8;;252;;
000AA;2023-01-01 12:00:00;16.8;1017.4;68;10.8;4.8;;174;0;0
000AA;2023-01-01 12:30:00;17.1;1016.8;68;11.2;4.8;;302;;
000AA;2023-01-01 13:00:00;17.2;1016.5;68;11.3;3.2;;113;0;0
000AA;2023-01-01 13:30:00;17.8;1015.8;66;11.3;4.8;;205;;
000AA;2023-01-01 14:00:00;18.1;1015.9;64;11.2;4.8;;277;0;0
000AA;2023-01-01 14:30:00;17.9;1016;64;11;3.2;;116;;
000AA;2023-01-01 18:00:00;16.2;1015.3;66;9.9;4.8;;279;0;0
000AA;2023-01-01 18:30:00;16.2;1015.2;65;9.6;3.2;;248;;
000AA;2023-01-01 19:00:00;16.1;1015.2;66;9.7;4.8;;344;0;0
000AA;2023-01-01 19:30:00;15.8;1015.6;66;9.5;3.2;;16;;
000AA;2023-01-01 20:00:00;15.7;1015.8;67;9.6;3.2;;74;0;0
000AA;2023-01-01 20:30:00;15.6;1015.6;67;9.4;3.2;;249;;
000AA;2023-01-01 21:00:00;15.5;1015.6;67;9.4;3.2;;306;0;0
000AA;2023-01-01 21:30:00;15.4;1015.5;67;9.3;4.8;;265;;
000AA;2023-01-01 22:00:00;15.4;1015.6;67;9.3;4.8;;252;0;0
000AA;2023-01-01 22:30:00;15.3;1015.5;67;9.2;4.8;;25;;
000AA;2023-01-01 23:00:00;15.2;1015.4;67;9.1;4.8;;273;0;0
000AA;2023-01-01 23:30:00;15.1;1015.5;67;9;4.8;;225;;
000AA;2023-01-02 00:00:00;15.3;1015;65;8.7;6.4;;42;0;0
000AA;2023-01-02 00:30:00;15.2;1015.3;66;8.9;3.2;;289;;
000AA;2023-01-02 01:00:00;15.2;1014.8;65;8.7;6.4;;252;0;0
000AA;2023-01-02 01:30:00;15.2;1015.3;64;8.5;4.8;;188;;
000AA;2023-01-02 02:00:00;15.1;1015.1;64;8.3;4.8;;305;0;0
000AA;2023-01-02 02:30:00;15.2;1015.8;63;8.2;3.2;;265;;
000AA;2023-01-02 03:00:00;14.9;1016.1;63;8;3.2;;219;0;0
000AA;2023-01-02 03:30:00;14.4;1016.3;65;7.9;1.6;;37;;
000AA;2023-01-02 04:00:00;14.5;1016.4;65;8;3.2;;332;0;0
000AA;2023-01-02 04:30:00;14.1;1017;69;8.5;3.2;;5;;
000AA;2023-01-02 05:00:00;13.3;1017;71;8.1;1.6;;34;0;0
000AA;2023-01-02 05:30:00;13.5;1016.9;72;8.5;1.6;;35;;
000AA;2023-01-02 06:00:00;12.6;1017.9;82;9.6;1.6;;122;0.2;0.2
000AA;2023-01-02 06:30:00;12.2;1018.3;83;9.4;3.2;;121;;
000AA;2023-01-02 07:00:00;12.3;1018.9;78;8.6;1.6;;121;0;0
000AA;2023-01-02 07:30:00;12.9;1019.8;76;8.8;1.6;;144;;
000AA;2023-01-02 08:00:00;12.8;1020.6;77;8.9;1.6;;162;0;0
000AA;2023-01-02 08:30:00;13.2;1021.2;78;9.5;4.8;;194;;
000AA;2023-01-02 09:00:00;13.2;1021.9;84;10.6;6.4;;229;0;0
000AA;2023-01-02 09:30:00;12.4;1022.6;86;10.1;9.7;;305;;
000AA;2023-01-02 10:00:00;11.7;1023.1;84;9.1;6.4;;333;0;0
000AA;2023-01-02 10:30:00;11.9;1023.7;83;9.1;3.2;;321;;
000AA;2023-01-02 11:00:00;11.7;1023.9;84;9.1;1.6;;265;0;0
000AA;2023-01-02 11:30:00;11.6;1023.8;87;9.5;3.2;;196;;
000AA;2023-01-02 12:00:00;11.1;1023.9;91;9.7;0;;196;0.4;0.4
000AA;2023-01-02 12:30:00;11.4;1024.1;92;10.2;1.6;;206;;
000AA;2023-01-02 13:00:00;11.3;1024.1;91;9.9;1.6;;207;0;0
000AA;2023-01-02 13:30:00;11.6;1024;89;9.8;0;;207;;
000AA;2023-01-02 14:00:00;11.7;1024.3;86;9.4;1.6;;175;0;0
000AA;2023-01-02 14:30:00;11.5;1024.6;86;9.2;1.6;;219;;
000AA;2023-01-02 15:00:00;11.5;1024.7;86;9.2;0;;219;0;0
000AA;2023-01-02 15:30:00;11.4;1024.7;87;9.3;0;;219;;
000AA;2023-01-02 16:00:00;11.2;1024.8;88;9.3;0;;219;0;0
000AA;2023-01-02 16:30:00;10.9;1025.1;89;9.2;0;;219;;
000AA;2023-01-02 17:00:00;10.8;1025.4;89;9.1;1.6;;219;0;0
000AA;2023-01-02 17:30:00;10.7;1025.8;90;9.1;0;;219;;
000AA;2023-01-02 18:00:00;10.5;1026;90;8.9;0;;219;0;0
000AA;2023-01-02 18:30:00;10.2;1026.2;91;8.8;0;;219;;
000AA;2023-01-02 19:00:00;9.8;1026.6;92;8.6;0;;219;0;0
000AA;2023-01-02 19:30:00;9.6;1026.8;92;8.4;0;;219;;
000AA;2023-01-02 20:00:00;9.2;1027;93;8.1;0;;219;0;0
000AA;2023-01-02 20:30:00;9.2;1027.1;94;8.3;0;;219;;
000AA;2023-01-02 21:00:00;9.1;1027.2;94;8.1;0;;219;0;0
000AA;2023-01-02 21:30:00;9.1;1027.2;95;8.3;0;;219;;
000AA;2023-01-02 22:00:00;9.1;1027.5;95;8.4;0;;219;0;0
000AA;2023-01-02 22:30:00;9;1027.3;95;8.2;0;;219;;
000AA;2023-01-02 23:00:00;8.7;1027.4;96;8.1;0;;219;0;0
000AA;2023-01-02 23:30:00;8.7;1027.3;96;8.1;0;;219;;
000AA;2023-01-03 00:00:00;8.1;1027.6;96;7.5;0;;219;0;0
000AA;2023-01-03 00:30:00;8.2;1027.6;97;7.8;0;;219;;
000AA;2023-01-03 01:00:00;8.1;1027.5;97;7.7;0;;219;0;0
000AA;2023-01-03 01:30:00;8.1;1027.5;97;7.7;0;;219;;
000AA;2023-01-03 02:00:00;8.1;1027.6;97;7.6;0;;219;0;0
000AA;2023-01-03 02:30:00;7.7;1027.9;97;7.3;0;;219;;
000AA;2023-01-03 03:00:00;7.4;1028;97;6.9;0;;219;0;0
000AA;2023-01-03 03:30:00;7.2;1027.9;98;6.9;0;;219;;
000AA;2023-01-03 04:00:00;6.9;1028;97;6.4;0;;219;0;0
000AA;2023-01-03 04:30:00;6.3;1028.1;97;5.9;0;;219;;
000AA;2023-01-03 05:00:00;6.4;1028.1;98;6.1;0;;219;0;0
000AA;2023-01-03 05:30:00;6.3;1028.5;98;6;0;;219;;
000AA;2023-01-03 06:00:00;6.5;1028.8;98;6.2;0;;219;0;0
000AA;2023-01-03 06:30:00;6.9;1029;99;6.7;0;;219;;
000AA;2023-01-03 07:00:00;7.3;1029.2;99;7.2;1.6;;257;0;0
000AA;2023-01-03 07:30:00;7.2;1029.4;99;7.1;1.6;;241;;
000AA;2023-01-08 11:30:00;10.2;1006.7;96;9.6;1.6;;109;;
000AA;2023-01-08 12:00:00;10.2;1006.2;96;9.6;1.6;;84;0;0
000AA;2023-01-08 12:30:00;10.1;1005.4;96;9.5;1.6;;51;;
000AA;2023-01-08 13:00:00;10.2;1004.5;96;9.6;1.6;;65;0;0.8
000AA;2023-01-08 13:30:00;10.1;1004.1;96;9.5;3.2;;219;;
000AA;2023-01-08 14:00:00;10.1;1003.8;96;9.5;3.2;;331;0;0.4
000AA;2023-01-08 14:30:00;10.2;1003.5;96;9.6;1.6;;254;;
000AA;2023-01-08 15:00:00;10.2;1003.4;96;9.6;1.6;;221;1.4;0.2
000AA;2023-01-08 15:30:00;10.4;1003.7;95;9.7;4.8;;199;;
000AA;2023-01-08 16:00:00;10.6;1003.8;95;9.8;4.8;;199;0;0.6
000AA;2023-01-08 16:30:00;10.6;1003.8;95;9.8;6.4;;132;;
000AA;2023-01-08 17:00:00;10.7;1003.7;94;9.7;4.8;;171;0;0
000AA;2023-01-08 17:30:00;11;1004.1;93;9.9;6.4;;269;;
000AA;2023-01-08 18:00:00;10.8;1004.1;94;9.9;4.8;;182;2;1.4
000AA;2023-01-08 18:30:00;10.8;1004.4;96;10.2;4.8;;235;;
000AA;2023-01-08 19:00:00;10.7;1004.7;96;10.1;3.2;;261;0;2.2
000AA;2023-01-08 19:30:00;10.8;1005.2;95;10.1;3.2;;176;;
000AA;2023-01-08 20:00:00;10.8;1005.2;95;10;4.8;;264;0;0
000AA;2023-01-08 20:30:00;10.7;1005.7;93;9.6;6.4;;223;;
000AA;2023-01-08 21:00:00;10.6;1006.2;90;9;4.8;;252;2.2;0
000AA;2023-01-09 17:30:00;8;1020.1;89;6.3;4.8;;329;;
000AA;2023-01-09 18:00:00;7.9;1020.6;90;6.3;3.2;;288;0;0
000AA;2023-01-09 18:30:00;7.6;1020.9;91;6.2;1.6;;249;;
000AA;2023-01-09 19:00:00;7.2;1021.5;91;5.9;4.8;;290;0;0
000AA;2023-01-09 19:30:00;7;1022;92;5.8;3.2;;304;;
000AA;2023-01-09 20:00:00;7.1;1022.2;92;5.8;3.2;;232;0;0
000AA;2023-01-09 20:30:00;7.2;1022.8;92;6;4.8;;276;;
000AA;2023-01-09 21:00:00;7.4;1023.2;91;6;4.8;;278;0;0
000AA;2023-01-09 21:30:00;7.2;1023.6;92;6;3.2;;279;;
000AA;2023-01-09 22:00:00;6.9;1023.9;92;5.7;1.6;;296;0;0
000AA;2023-01-09 22:30:00;7.1;1024.4;93;6.1;3.2;;287;;
000AA;2023-01-09 23:00:00;7.2;1024.3;93;6.1;1.6;;298;0;0
000AA;2023-01-09 23:30:00;7;1024.4;92;5.8;1.6;;248;;
000AA;2023-01-10 00:00:00;6.7;1024.9;94;5.8;0;;200;0;0
000AA;2023-01-10 00:30:00;6.7;1024.9;94;5.8;0;;200;;
000AA;2023-01-10 01:00:00;6.1;1025.1;95;5.3;1.6;;200;0;0
000AA;2023-01-10 01:30:00;6.2;1024.8;96;5.6;0;;200;;
000AA;2023-01-10 02:00:00;6.6;1025;95;5.9;1.6;;200;0;0
000AA;2023-01-10 02:30:00;6.8;1024.8;96;6.2;1.6;;199;;
000AA;2023-01-10 03:00:00;6.6;1024.8;96;6;0;;199;0;0
000AA;2023-01-10 03:30:00;6.4;1025.1;96;5.8;0;;141;;
000AA;2023-01-10 04:00:00;6.6;1025.2;97;6.1;0;;141;0;0
000AA;2023-01-10 04:30:00;6.7;1024.7;97;6.3;0;;138;;
000AA;2023-01-10 05:00:00;6.7;1025;97;6.3;1.6;;137;0;0.2
000AA;2023-01-10 05:30:00;6.6;1024.8;96;6;1.6;;136;;
000AA;2023-01-10 06:00:00;6.4;1025;97;5.9;1.6;;101;0.2;0
000AA;2023-01-10 06:30:00;6.8;1025.2;96;6.2;1.6;;126;;
000AA;2023-01-10 07:00:00;6.9;1025.4;96;6.3;1.6;;125;0;0
000AA;2023-01-10 07:30:00;6.9;1025.6;95;6.2;1.6;;124;;
000AA;2023-01-10 08:00:00;7;1025.6;95;6.3;0;;124;0;0
000AA;2023-01-10 08:30:00;7.3;1025.6;95;6.6;1.6;;213;;
000AA;2023-01-10 09:00:00;7.7;1025.6;95;6.9;0;;213;0;0
000AA;2023-01-10 09:30:00;8;1025.6;95;7.2;1.6;;157;;
000AA;2023-01-10 10:00:00;8.2;1025.7;95;7.5;0;;136;0;0
000AA;2023-01-10 10:30:00;8.7;1025.7;95;8;1.6;;118;;
000AA;2023-01-10 11:00:00;8.9;1025.4;95;8.2;0;;109;0;0
000AA;2023-01-10 11:30:00;9.1;1025.3;96;8.5;1.6;;162;;
000AA;2023-01-10 12:00:00;9.3;1024.8;97;8.8;1.6;;161;0.2;0.2
000AA;2023-01-10 12:30:00;9.9;1024.5;96;9.3;1.6;;175;;
000AA;2023-01-10 13:00:00;10.4;1024.2;95;9.6;0;;175;0;0
000AA;2023-01-10 13:30:00;11.2;1023.7;92;10;1.6;;161;;
000AA;2023-01-10 14:00:00;11.8;1023.4;88;9.9;3.2;;186;0;0
000AA;2023-01-10 14:30:00;12.1;1023.2;87;10;1.6;;190;;
000AA;2023-01-10 15:00:00;12.2;1023.2;82;9.2;1.6;;238;0;0
000AA;2023-01-10 15:30:00;12.2;1023.3;83;9.4;3.2;;183;;
000AA;2023-01-10 16:00:00;12;1023.3;84;9.4;0;;187;0;0.2
000AA;2023-01-10 16:30:00;11.9;1023.5;83;9.1;3.2;;285;;
000AA;2023-01-10 17:00:00;11.4;1023.2;85;9;0;;93;0;0
000AA;2023-01-10 17:30:00;11.6;1023.1;84;8.9;1.6;;88;;
000AA;2023-01-10 18:00:00;11.4;1023.1;84;8.8;0;;87;0.2;0
000AA;2023-01-10 18:30:00;11.4;1023.1;85;9;1.6;;87;;
000AA;2023-01-10 19:00:00;11.3;1023.1;84;8.7;1.6;;82;0;0
000AA;2023-01-11 07:00:00;9.9;1021.3;85;7.5;1.6;;155;0;0
000AA;2023-01-11 07:30:00;9.2;1021.3;91;7.8;3.2;;188;;
000AA;2023-01-11 08:00:00;8.8;1021.7;94;7.9;1.6;;155;0;1.4
000AA;2023-01-11 08:30:00;8.7;1022.2;95;8;0;;155;;
